rgn_id,year,value
1,2013,0.09565721047110856
2,2013,0.05849959878250957
3,2013,0.16345047750510278
4,2013,0.15207750252448024
5,2013,0.011083309538662434
6,2013,0.17350660120137038
7,2013,0.0904408974107355
8,2013,0.06877603558823467
